Unnamed: 0,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV
2298,7025-WCBNE,1,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763,Male,Y,No,No,47.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),,2754.0,No,0,817,3155
2299,5756-JYOJT,1,United States,California,Santa Ana,92706,"33.765893, -117.881533",33.765893,-117.881533,Female,y,No,No,,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,0,49,3206
2300,6030-REHUX,1,United States,California,Fountain Valley,92708,"33.712036, -117.950113",33.712036,-117.950113,Male,Y,Yes,No,28.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,,,0,58,3906
2301,9548-LIGTA,1,United States,California,Tustin,92780,"33.735802, -117.818805",33.735802,-117.818805,Male,N,Yes,No,61.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,,0,20,4072
2302,5150-LJNSR,1,United States,California,Tustin,92782,"33.738543, -117.785046",33.738543,-117.785046,Female,y,Yes,Yes,31.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,0,80,4524
2303,8270-RKSAP,1,United States,California,Anaheim,92801,"33.844983, -117.952151",33.844983,-117.952151,Male,N,No,No,9.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,No,0,37,3198
2304,6522-YRBXD,1,United States,California,Anaheim,92802,"33.807864, -117.923782",33.807864,-117.923782,Male,y,Yes,No,35.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,,3365.4,No,0,69,2631
2305,2640-LYMOV,1,United States,California,Anaheim,92804,"33.818, -117.974404",33.818,-117.974404,Female,N,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,38.8,No,0,65,3007
2306,1423-BMPBQ,1,United States,California,Anaheim,92808,"33.850452, -117.726668",33.850452,-117.726668,Female,N,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,19.0,No,0,44,2400
2307,2393-DIVAI,1,United States,California,Brea,92821,"33.930199, -117.862898",33.930199,-117.862898,Female,n,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,61.7,,0,21,5575
2308,4568-KNYWR,1,United States,California,Fullerton,92831,"33.879983, -117.895482",33.879983,-117.895482,Male,N,No,No,52.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),,3342.45,No,0,43,6471
2309,8752-IMQOS,1,United States,California,Fullerton,92832,"33.868316, -117.929029",33.868316,-117.929029,Male,N,Yes,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,,85.1,No,0,42,2894
2310,0742-LAFQK,1,United States,California,Fullerton,92833,"33.877639, -117.961212",33.877639,-117.961212,Male,n,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,,7422.1,No,0,46,5152
2311,0795-LAFGP,1,United States,California,Fullerton,92835,"33.902211, -117.914922",33.902211,-117.914922,Female,N,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,,6668.05,,0,40,5633
2312,0619-OLYUR,1,United States,California,Garden Grove,92840,"33.787165, -117.931889",33.787165,-117.931889,Male,y,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,8784.8,No,0,80,6437
2313,5512-IDZEI,1,United States,California,Garden Grove,92841,"33.786738, -117.982564",33.786738,-117.982564,Male,n,Yes,No,738.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,,1174.8,No,0,41,2026
2314,0459-SPZHJ,1,United States,California,Garden Grove,92843,"33.764018, -117.931507",33.764018,-117.931507,Female,N,Yes,No,738.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,,No,0,75,4652
2315,0215-BQKGS,1,United States,California,Garden Grove,92844,"33.766476, -117.969795",33.766476,-117.969795,Male,N,No,No,30.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,0,66,5393
2316,9244-ZVAPM,1,United States,California,Garden Grove,92845,"33.782955, -118.026456",33.782955,-118.026456,Female,N,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,0,50,6600
2317,8208-EUMTE,1,United States,California,Villa Park,92861,"33.817473, -117.810462",33.817473,-117.810462,Female,N,No,No,16.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,,916.15,No,0,40,2136
2318,5172-MIGPM,1,United States,California,Orange,92865,"33.828779, -117.848299",33.828779,-117.848299,Female,N,No,No,4.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,,,No,0,46,5707
2319,1710-RCXUS,1,United States,California,Orange,92866,"33.784597, -117.844535",33.784597,-117.844535,Female,N,Yes,No,51.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,,0,26,4965
2320,0374-FIUCA,1,United States,California,Orange,92867,"33.81859, -117.821288",33.81859,-117.821288,Male,y,Yes,No,65.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,No,0,80,5368
2321,5839-SUYVZ,1,United States,California,Orange,92868,"33.787796, -117.875928",33.787796,-117.875928,Male,N,No,No,16.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),,1170.5,,0,70,2893
2322,5173-ZXXXL,1,United States,California,Orange,92869,"33.792791, -117.789749",33.792791,-117.789749,Male,n,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,No,0,817,3488
2323,1096-ADRUX,1,United States,California,Placentia,92870,"33.881158, -117.854783",33.881158,-117.854783,Male,N,Yes,Yes,66.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,0,45,4395
2324,2001-MCUUW,1,United States,California,Corona,92879,"33.893823, -117.531446",33.893823,-117.531446,Female,N,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,0,25,4210
2325,2731-GJRDG,1,United States,California,Corona,92880,"33.918043, -117.617809",33.918043,-117.617809,Female,N,No,No,32.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,,0,72,5076
2326,4723-BEGSG,1,United States,California,Corona,92881,"33.833686, -117.513063",33.833686,-117.513063,Male,N,Yes,No,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,No,0,61,5483
2327,6516-NKQBO,1,United States,California,Corona,92882,"33.819385, -117.600213",33.819385,-117.600213,Male,N,Yes,No,38.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,,No,0,75,3067
2328,8672-OAUPW,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725,Male,N,No,No,,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,,0,817,4138
2329,8207-DMRVL,1,United States,California,Yorba Linda,92886,"33.897253, -117.792202",33.897253,-117.792202,Female,N,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),,,,0,51,6158
2330,2804-ETQDK,1,United States,California,Ventura,93004,"34.278697, -119.167798",34.278697,-119.167798,Male,N,No,Yes,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,,8784.8,No,0,74,4101
2331,6689-VRRTK,1,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,Female,Y,No,No,738.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,,No,0,35,5720
2332,7138-GIRSH,1,United States,California,Camarillo,93012,"34.205504, -118.993111",34.205504,-118.993111,Male,N,No,No,,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,0,76,4145
2333,9396-ZSFLL,1,United States,California,Carpinteria,93013,"34.441398, -119.513163",34.441398,-119.513163,Female,N,No,No,15.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,No,0,78,3762
2334,6464-KEXXH,1,United States,California,Fillmore,93015,"34.408161, -118.865111",34.408161,-118.865111,Male,N,No,No,8.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No,0,33,2372
2335,7134-MJPDY,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169,Female,Y,No,No,66.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),925.0,6976.75,No,0,40,5569
2336,5240-CAOYT,1,United States,California,Oak View,93022,"34.404544, -119.302118",34.404544,-119.302118,Male,N,No,No,57.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,0,817,4882
2337,4059-IIEBK,1,United States,California,Ojai,93023,"34.581308, -118.931948",34.581308,-118.931948,Female,N,No,No,7.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),,,No,0,61,4025
2338,4881-JVQOD,1,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223244,-119.18012,Male,y,Yes,Yes,738.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,8784.8,No,0,55,5248
2339,0516-UXRMT,1,United States,California,Oxnard,93033,"34.156629, -119.117218",34.156629,-119.117218,Male,N,No,No,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,No,0,71,5801
2340,4851-BQDNX,1,United States,California,Oxnard,93035,"34.18454, -119.224666",34.18454,-119.224666,Male,y,Yes,Yes,40.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,925.0,3355.65,No,0,50,6600
2341,5148-HKFIR,1,United States,California,Piru,93040,"34.432843, -118.730106",34.432843,-118.730106,Female,N,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,406.95,No,0,76,4404
2342,3003-CMDUU,1,United States,California,Santa Paula,93060,"34.402343, -119.094824",34.402343,-119.094824,Female,N,Yes,No,25.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,825.0,2395.7,No,0,52,3273
2343,5016-IBERQ,1,United States,California,Simi Valley,93063,"34.296813, -118.685703",34.296813,-118.685703,Male,N,Yes,No,23.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,8784.8,No,0,33,2781
2344,6797-UCJHZ,1,United States,California,Simi Valley,93065,"34.269449, -118.768471",34.269449,-118.768471,Female,Y,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),925.0,6819.45,No,0,27,5722
2345,2469-DTSGX,1,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627,Female,Y,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,No,0,75,5388
2346,9931-KGHOA,1,United States,California,Santa Barbara,93103,"34.438581, -119.685368",34.438581,-119.685368,Male,N,Yes,No,46.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,,No,0,40,5928
2347,1775-KWJKQ,1,United States,California,Santa Barbara,93105,"34.037342, -119.80079",34.037342,-119.80079,Female,N,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),,6562.9,No,0,50,6046
2348,7665-VIGUD,1,United States,California,Santa Barbara,93108,"34.457541, -119.631072",34.457541,-119.631072,Male,N,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,,176.3,No,0,38,4745
2349,9411-TPQQV,1,United States,California,Santa Barbara,93109,"34.406256, -119.726936",34.406256,-119.726936,Female,N,No,No,40.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),925.0,2236.2,No,0,717,3533
2350,7954-MLBUN,1,United States,California,Santa Barbara,93111,"34.460197, -119.802602",34.460197,-119.802602,Female,N,No,No,,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),,3109.9,No,0,64,2021
2351,2077-DDHJK,1,United States,California,Goleta,93117,"34.489983, -120.091246",34.489983,-120.091246,Female,N,Yes,No,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),,4911.35,No,0,50,4114
2352,9574-BOSMD,1,United States,California,Arvin,93203,"35.116307, -118.817644",35.116307,-118.817644,Male,N,Yes,Yes,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,No,0,72,5668
2353,4908-XAXAY,1,United States,California,Buttonwillow,93206,"35.451402, -119.488413",35.451402,-119.488413,Male,Y,No,No,49.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,No,0,30,5982
2354,8404-VLQFB,1,United States,California,California Hot Springs,93207,"35.865795, -118.69759",35.865795,-118.69759,Male,N,Yes,Yes,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.25,394.85,No,0,59,4667
2355,2391-IPLOP,1,United States,California,Corcoran,93212,"36.04533, -119.532424",36.04533,-119.532424,Female,y,Yes,No,50.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,,3442.15,No,0,27,4706
2356,3509-GWQGF,1,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073,Female,Y,No,No,24.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6,No,0,77,5242
2357,5845-BZZIB,1,United States,California,Frazier Park,93222,"34.907911, -119.234281",34.907911,-119.234281,Male,N,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,,,No,0,65,4517
2358,1140-UKVZG,1,United States,California,Farmersville,93223,"36.29878, -119.201028",36.29878,-119.201028,Female,N,No,No,17.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.8,475.25,No,0,66,5208
2359,5183-SNMJQ,1,United States,California,Frazier Park,93225,"34.827662, -118.999073",34.827662,-118.999073,Male,N,No,No,,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,,0,33,5787
2360,8100-PNJMH,1,United States,California,Glennville,93226,"35.735694, -118.738483",35.735694,-118.738483,Female,N,Yes,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,6132.7,No,0,42,5228
2361,7838-LAZFO,1,United States,California,Hanford,93230,"36.29223, -119.622676",36.29223,-119.622676,Male,N,Yes,No,,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,,0,37,4192
2362,2085-JVGAD,1,United States,California,Ivanhoe,93235,"36.385818, -119.224243",36.385818,-119.224243,Female,N,Yes,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,,0,24,3078
2363,8095-WANWK,1,United States,California,Kettleman City,93239,"35.996923, -120.000951",35.996923,-120.000951,Female,y,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,,0,38,5369
2364,3030-ZKIWL,1,United States,California,Lake Isabella,93240,"35.607875, -118.466318",35.607875,-118.466318,Female,N,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,,No,0,21,2798
2365,9565-FLVCG,1,United States,California,Lamont,93241,"35.245035, -118.905553",35.245035,-118.905553,Male,N,Yes,No,65.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,,0,74,6600
2366,8755-OGKNA,1,United States,California,Laton,93242,"36.444232, -119.718285",36.444232,-119.718285,Male,N,Yes,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),,1167.6,No,0,45,5864
2367,2800-VEQXM,1,United States,California,Lebec,93243,"34.845861, -118.885163",34.845861,-118.885163,Female,N,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,,0,21,3319
2368,5533-RJFTJ,1,United States,California,Lemoore,93245,"36.303666, -119.825657",36.303666,-119.825657,Male,N,No,No,,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,,,0,42,6600
2369,0214-JHPFW,1,United States,California,Lost Hills,93249,"35.637715, -119.893068",35.637715,-119.893068,Female,N,Yes,No,,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No,0,42,6600
2370,5642-MHDQT,1,United States,California,Mc Farland,93250,"35.666886, -119.186717",35.666886,-119.186717,Male,N,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,,0,42,4836
2371,3088-FVYWK,1,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",35.38381,-119.730885,Female,n,Yes,Yes,53.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,No,0,46,5794
2372,9092-GDZKO,1,United States,California,New Cuyama,93254,"34.956577, -119.750142",34.956577,-119.750142,Female,N,No,No,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No,0,51,3534
2373,3729-OWRVL,1,United States,California,Pixley,93256,"35.957019, -119.330928",35.957019,-119.330928,Male,Y,No,No,,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,No,0,817,4295
2374,2324-AALNO,1,United States,California,Porterville,93257,"36.008958, -118.891593",36.008958,-118.891593,Male,N,No,No,738.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,No,0,41,5517
2375,5760-IFJOZ,1,United States,California,Richgrove,93261,"35.809921, -119.127437",35.809921,-119.127437,Male,N,No,No,738.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,,0,77,3449
2376,2826-UWHIS,1,United States,California,Sequoia National Park,93262,"36.527243, -118.594938",36.527243,-118.594938,Female,N,Yes,No,738.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,8784.8,No,0,55,5602
2377,7501-IWUNG,1,United States,California,Springville,93265,"36.245926, -118.693138",36.245926,-118.693138,Male,N,Yes,No,61.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,,,0,58,6301
2378,4957-TREIR,1,United States,California,Stratford,93266,"36.175255, -119.813805",36.175255,-119.813805,Female,N,No,No,3.0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,No,0,20,5645
2379,7251-LJBQN,1,United States,California,Strathmore,93267,"36.141319, -119.129075",36.141319,-119.129075,Female,n,No,No,40.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,,No,0,20,3568
2380,8040-MNRTF,1,United States,California,Taft,93268,"35.184837, -119.402525",35.184837,-119.402525,Female,N,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,No,0,64,3029
2381,1536-HBSWP,1,United States,California,Terra Bella,93270,"35.939068, -119.043666",35.939068,-119.043666,Female,N,No,No,,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,56,4667
2382,5313-FPXWG,1,United States,California,Three Rivers,93271,"36.413433, -118.854708",36.413433,-118.854708,Female,N,No,No,51.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),,8784.8,No,0,75,4886
2383,0946-FKYTX,1,United States,California,Tulare,93274,"36.185471, -119.375243",36.185471,-119.375243,Female,N,No,No,52.0,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,,8784.8,No,0,51,6290
2384,5076-YVXCM,1,United States,California,Tupman,93276,"35.316263, -119.402559",35.316263,-119.402559,Female,N,No,No,51.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,,0,65,4191
2385,8262-COGGB,1,United States,California,Visalia,93277,"36.303793, -119.375646",36.303793,-119.375646,Female,N,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No,0,48,5384
2386,6663-JOCQO,1,United States,California,Wasco,93280,"35.652242, -119.4464",35.652242,-119.4464,Male,N,Yes,No,31.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,0,43,4258
2387,9620-QJREV,1,United States,California,Weldon,93283,"35.55647, -118.244914",35.55647,-118.244914,Male,N,No,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),,1013.05,,0,56,3313
2388,2682-KEVRP,1,United States,California,Woodlake,93286,"36.464635, -119.094348",36.464635,-119.094348,Female,Y,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,,417.0,,0,21,6600
2389,2480-JZOSN,1,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679,Female,N,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,No,0,59,4517
2390,0078-XZMHT,1,United States,California,Visalia,93291,"36.391777, -119.372842",36.391777,-119.372842,Male,y,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,,0,76,6322
2391,9978-HYCIN,1,United States,California,Bakersfield,93301,"35.383937, -119.020428",35.383937,-119.020428,Male,Y,Yes,Yes,738.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,No,0,68,6600
2392,8338-QIUNR,1,United States,California,Bakersfield,93304,"35.339796, -119.023552",35.339796,-119.023552,Male,N,Yes,No,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,No,0,49,4397
2393,1525-LNLOJ,1,United States,California,Bakersfield,93305,"35.391733, -118.984109",35.391733,-118.984109,Female,N,Yes,No,66.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),,4189.7,,0,60,4186
2394,9450-TRJUU,1,United States,California,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,Male,N,No,No,35.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,,2848.45,No,0,65,2332
2395,1766-GKNMI,1,United States,California,Bakersfield,93307,"35.280113, -118.962329",35.280113,-118.962329,Male,N,No,No,,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,No,0,69,4388
2396,6942-LBFDP,1,United States,California,Bakersfield,93308,"35.559617, -118.925185",35.559617,-118.925185,Female,N,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,33.6,No,0,25,5629
2397,1456-TWCGB,1,United States,California,Bakersfield,93309,"35.342891, -119.064803",35.342891,-119.064803,Male,N,No,No,,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,,0,37,3272
2398,7596-ZYWBB,1,United States,California,Bakersfield,93312,"35.392599, -119.245341",35.392599,-119.245341,Female,N,No,No,,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,No,0,75,4372
2399,8329-UTMVM,1,United States,California,Bakersfield,93313,"35.140938, -119.051348",35.140938,-119.051348,Male,n,No,No,27.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,0,31,3104
2400,3014-WJKSM,1,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,Female,N,Yes,No,29.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No,0,40,4910
2401,3347-YJZZE,1,United States,California,Los Osos,93402,"35.279984, -120.824288",35.279984,-120.824288,Female,N,Yes,Yes,29.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),,2211.8,,0,70,4558
2402,7929-DMBCV,1,United States,California,Arroyo Grande,93420,"35.176236, -120.483243",35.176236,-120.483243,Male,N,Yes,No,20.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,,8784.8,,0,22,6600
2403,9661-JALZV,1,United States,California,Atascadero,93422,"35.453912, -120.69461",35.453912,-120.69461,Female,N,No,No,58.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),,1519.0,,0,54,6600
