,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV
1859,1330,1,United States,California,El Centro,92243,"32.770393, -115.60915",32.770393,-115.60915,0,Y,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,0,No,No,0,Yes,Credit card (automatic),75.05,256.25,Yes,1,83,3553
1860,5473,1,United States,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,1,N,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,0,No,No,0,Yes,Electronic check,74.55,1917.1,Yes,1,78,5701
1861,492,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,0,Y,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,No,0,No,No,0,Yes,Electronic check,74.45,1538.25,Yes,1,94,2394
1862,3898,1,United States,California,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709,0,N,No,No,4.0,Yes,No,DSL,Yes,Yes,No,1,No,No,0,Yes,Mailed check,60.4,272.15,Yes,1,90,5730
1863,771,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,0,N,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,0,No,No,0,Yes,Mailed check,74.55,70.65,Yes,1,82,3463
1864,1155,1,United States,California,Palm Springs,92264,"33.745746, -116.514215",33.745746,-116.514215,1,n,No,No,34.0,Yes,No,DSL,No,No,No,1,Yes,No,1,Yes,Electronic check,59.8,8784.8,Yes,1,69,4581
1865,6201,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,0,N,No,No,34.0,Yes,No,DSL,No,No,No,0,No,No,0,Yes,Bank transfer (automatic),44.2,403.35,Yes,1,87,2029
1866,4893,1,United States,California,Vidal,92280,"34.264124, -114.717964",34.264124,-114.717964,0,y,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,0,No,No,0,Yes,Electronic check,74.55,1538.25,Yes,1,97,5571
1867,437,1,United States,California,White Water,92282,"33.972293, -116.654195",33.972293,-116.654195,0,N,No,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,0,Yes,No,0,Yes,Credit card (automatic),102.95,6886.25,Yes,1,70,5620
1868,5934,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,0,Y,Yes,No,4.0,Yes,Yes,Fiber optic,No,No,No,0,No,No,0,Yes,Mailed check,74.4,306.6,Yes,1,77,5839
1869,5375,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,0,n,Yes,No,1.0,No,No phone service,DSL,No,Yes,No,0,No,No,0,Yes,Electronic check,29.85,29.85,,0,27,3964
1870,3962,1,United States,California,Los Angeles,90002,"33.949255, -118.246978",33.949255,-118.246978,1,y,No,No,34.0,Yes,No,DSL,Yes,No,Yes,0,No,No,1,No,Mailed check,56.95,1889.5,No,0,61,3441
1871,5535,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,0,N,No,No,45.0,No,No phone service,DSL,Yes,No,Yes,1,No,No,1,No,Bank transfer (automatic),42.3,1538.25,,0,66,4307
1872,1002,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,1,N,No,Yes,22.0,Yes,Yes,Fiber optic,No,Yes,No,0,Yes,No,0,Yes,Credit card (automatic),89.1,1538.25,No,0,43,4459
1873,4770,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,1,n,No,No,10.0,No,No phone service,DSL,Yes,No,No,0,No,No,0,No,Mailed check,29.75,301.9,,0,51,2013
1874,4534,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,1,N,No,No,62.0,Yes,No,DSL,Yes,Yes,No,0,No,No,1,No,Bank transfer (automatic),925.0,3487.95,No,0,817,4529
1875,6871,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728,0,n,Yes,Yes,13.0,Yes,No,DSL,Yes,No,No,0,No,No,0,Yes,Mailed check,49.95,587.45,No,0,76,5764
1876,5288,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,1,y,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Credit card (automatic),18.95,326.8,No,0,39,4726
1877,5751,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977,1,N,Yes,No,34.0,Yes,Yes,Fiber optic,No,No,Yes,0,Yes,Yes,1,No,Credit card (automatic),74.55,5681.1,No,0,71,6600
1878,3615,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,1,N,No,No,25.0,Yes,No,Fiber optic,Yes,No,Yes,1,Yes,Yes,0,Yes,Electronic check,925.0,2686.05,No,0,75,5822
1879,2556,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,1,N,Yes,No,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,1,Yes,Yes,1,No,Credit card (automatic),113.25,7895.15,No,0,43,5141
1880,5820,1,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,0,N,No,No,52.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Mailed check,20.65,1022.95,No,0,35,5186
1881,7019,1,United States,California,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,0,N,No,No,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,0,Yes,Yes,1,No,Bank transfer (automatic),106.7,7382.25,No,0,73,4479
1882,2928,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,0,N,No,No,34.0,Yes,No,Fiber optic,No,Yes,Yes,0,No,Yes,0,Yes,Electronic check,74.55,1862.9,,0,57,5982
1883,1141,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,1,N,Yes,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Bank transfer (automatic),19.8,202.25,No,0,77,5279
1884,2541,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,0,N,Yes,No,34.0,Yes,Yes,DSL,No,Yes,No,1,No,No,1,Yes,Credit card (automatic),59.9,3505.1,,0,53,6600
1885,4479,1,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,0,N,Yes,Yes,34.0,Yes,No,DSL,Yes,Yes,No,1,No,No,0,No,Credit card (automatic),925.0,2970.3,,0,817,4986
1886,4873,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,1,N,No,No,30.0,Yes,No,DSL,Yes,Yes,No,0,No,No,0,Yes,Bank transfer (automatic),55.3,1530.6,No,0,65,2725
1887,3733,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,1,N,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,1,Yes,Yes,1,Yes,Credit card (automatic),74.55,6369.45,No,0,21,5974
1888,2700,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,0,Y,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,1,No,No,1,Yes,Credit card (automatic),96.35,6766.95,No,0,38,6600
1889,3481,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,1,Y,Yes,No,2.0,Yes,No,Fiber optic,No,No,Yes,0,Yes,Yes,0,Yes,Credit card (automatic),95.5,181.65,No,0,69,4449
1890,4844,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,1,N,Yes,No,27.0,Yes,No,DSL,Yes,Yes,Yes,1,No,No,1,No,Mailed check,66.15,1874.45,No,0,66,3213
1891,5194,1,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,0,y,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,No,Bank transfer (automatic),20.2,1538.25,,0,77,5526
1892,2384,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,1,n,No,No,34.0,Yes,No,DSL,No,No,No,0,No,No,0,No,Bank transfer (automatic),45.25,45.25,No,0,40,3144
1893,4423,1,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,0,N,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,1,Yes,No,1,No,Bank transfer (automatic),99.9,8784.8,No,0,79,5915
1894,4656,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,1,N,No,No,46.0,Yes,No,Fiber optic,No,No,Yes,0,No,No,0,Yes,Credit card (automatic),74.8,3548.3,,0,41,3395
1895,6263,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,1,N,Yes,No,738.0,Yes,No,DSL,No,Yes,No,0,No,No,1,No,Mailed check,49.55,475.7,,0,22,2392
1896,6671,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,0,N,Yes,No,34.0,Yes,Yes,DSL,Yes,Yes,No,0,Yes,No,1,Yes,Credit card (automatic),74.55,4872.35,No,0,25,4715
1897,6956,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,0,N,Yes,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Mailed check,74.55,418.25,No,0,64,3646
1898,3268,1,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,0,N,No,No,738.0,Yes,Yes,DSL,Yes,Yes,Yes,1,Yes,No,1,Yes,Credit card (automatic),79.85,4861.45,,0,70,4595
1899,2862,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441,0,N,Yes,No,13.0,Yes,Yes,DSL,Yes,Yes,No,1,Yes,No,0,Yes,Electronic check,76.2,981.45,,0,41,2569
1900,2599,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,0,y,No,No,49.0,Yes,Yes,Fiber optic,No,No,No,0,No,Yes,0,Yes,Electronic check,74.55,3906.7,No,0,71,6434
1901,4212,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,0,n,No,No,2.0,Yes,No,DSL,No,Yes,No,0,No,No,0,No,Mailed check,49.25,97.0,,0,817,3805
1902,5427,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,0,N,No,No,34.0,Yes,Yes,DSL,Yes,No,No,1,Yes,Yes,1,Yes,Credit card (automatic),74.55,1538.25,No,0,49,4142
1903,2047,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,0,N,Yes,No,69.0,Yes,Yes,DSL,Yes,No,Yes,1,No,No,1,Yes,Credit card (automatic),74.55,4254.1,,0,62,5128
1904,5686,1,United States,California,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826,0,Y,No,No,43.0,Yes,Yes,Fiber optic,No,Yes,No,0,Yes,No,0,Yes,Electronic check,74.55,3838.75,No,0,52,2223
1905,4658,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,0,Y,Yes,No,25.0,Yes,Yes,DSL,Yes,No,No,1,Yes,No,0,Yes,Credit card (automatic),74.55,1752.65,,0,25,3154
1906,3265,1,United States,California,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,0,Y,Yes,No,60.0,Yes,No,DSL,Yes,Yes,Yes,1,No,Yes,1,Yes,Credit card (automatic),74.85,4456.35,,0,59,5153
1907,6198,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,0,y,Yes,No,63.0,Yes,Yes,Fiber optic,Yes,No,No,0,Yes,Yes,1,Yes,Credit card (automatic),99.65,6311.2,No,0,817,4572
1908,3578,1,United States,California,Los Angeles,90067,"34.057496, -118.413959",34.057496,-118.413959,1,Y,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,1,Yes,Yes,1,Yes,Electronic check,108.45,7076.35,No,0,74,6600
1909,2783,1,United States,California,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,1,y,Yes,No,34.0,Yes,Yes,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Credit card (automatic),74.55,894.3,No,0,62,5408
1910,4218,1,United States,California,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061,1,N,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,1,Yes,Yes,1,Yes,Credit card (automatic),74.55,7853.7,No,0,53,4708
1911,295,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,0,N,Yes,No,47.0,Yes,Yes,Fiber optic,No,No,Yes,0,Yes,Yes,0,Yes,Electronic check,100.5,4707.1,No,0,70,4488
1912,832,1,United States,California,Los Angeles,90077,"34.102084, -118.451629",34.102084,-118.451629,1,N,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,No,0,Yes,No,0,Yes,Bank transfer (automatic),89.9,1538.25,No,0,35,6292
1913,358,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.171368,1,N,Yes,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,0,No,No,1,No,Bank transfer (automatic),74.55,2962.0,No,0,29,6091
1914,374,1,United States,California,Beverly Hills,90210,"34.099891, -118.414338",34.099891,-118.414338,0,N,Yes,No,34.0,Yes,No,DSL,No,No,Yes,1,No,No,1,Yes,Credit card (automatic),74.55,957.1,No,0,33,4948
1915,3609,1,United States,California,Beverly Hills,90212,"34.062095, -118.401508",34.062095,-118.401508,0,N,No,No,3.0,Yes,No,DSL,No,Yes,No,1,Yes,Yes,0,Yes,Electronic check,74.55,244.1,No,0,35,5387
1916,6090,1,United States,California,Compton,90220,"33.88151, -118.234451",33.88151,-118.234451,1,N,Yes,No,47.0,Yes,Yes,Fiber optic,No,Yes,No,0,No,No,1,Yes,Electronic check,925.0,3650.35,No,0,61,3817
1917,2382,1,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,0,N,No,No,31.0,Yes,No,DSL,No,Yes,Yes,1,Yes,Yes,1,No,Mailed check,79.2,8784.8,No,0,78,4984
1918,2215,1,United States,California,Compton,90222,"33.912246, -118.236773",33.912246,-118.236773,0,N,Yes,No,50.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Bank transfer (automatic),20.15,930.9,No,0,20,5849
1919,5262,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,0,N,No,No,10.0,Yes,No,Fiber optic,Yes,No,Yes,0,No,No,0,Yes,Mailed check,79.85,887.35,,0,38,5983
1920,1562,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,0,N,No,No,1.0,Yes,No,DSL,No,No,No,1,No,No,0,No,Mailed check,74.55,49.05,No,0,817,3178
1921,501,1,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,1,N,Yes,No,52.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,Yes,Electronic check,74.55,1090.65,No,0,26,5482
1922,1272,1,United States,California,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,1,y,Yes,No,738.0,Yes,Yes,Fiber optic,Yes,No,Yes,1,Yes,Yes,1,Yes,Bank transfer (automatic),111.6,7099.0,No,0,69,4881
1923,5697,1,United States,California,Downey,90242,"33.921793, -118.140588",33.921793,-118.140588,1,N,Yes,No,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,Yes,Bank transfer (automatic),24.25,1424.6,,0,33,4444
1924,3994,1,United States,California,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,0,N,No,Yes,3.0,Yes,No,DSL,Yes,No,No,1,No,Yes,0,Yes,Bank transfer (automatic),64.5,177.4,No,0,54,5613
1925,1836,1,United States,California,Gardena,90247,"33.890853, -118.297967",33.890853,-118.297967,0,Y,No,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,0,Yes,Yes,1,No,Electronic check,925.0,1538.25,No,0,21,4463
1926,4550,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,1,N,No,No,46.0,Yes,No,DSL,No,No,No,0,No,Yes,1,No,Credit card (automatic),925.0,2688.85,No,0,56,2867
1927,3970,1,United States,California,Gardena,90249,"33.90139, -118.315697",33.90139,-118.315697,0,N,Yes,Yes,8.0,Yes,No,DSL,Yes,Yes,No,0,No,No,0,No,Mailed check,54.65,1538.25,,0,43,5614
1928,108,1,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083,1,Y,No,No,30.0,Yes,No,DSL,Yes,Yes,No,0,Yes,Yes,0,Yes,Electronic check,74.75,2111.3,No,0,55,3033
1929,2731,1,United States,California,Hermosa Beach,90254,"33.86532, -118.396336",33.86532,-118.396336,0,y,Yes,No,738.0,Yes,Yes,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,Yes,Credit card (automatic),74.55,1538.25,No,0,78,5741
1930,5766,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,1,N,Yes,Yes,34.0,No,No phone service,DSL,Yes,No,No,0,Yes,Yes,0,No,Electronic check,74.55,565.35,No,0,28,3443
1931,6989,1,United States,California,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,1,N,No,No,42.0,Yes,No,Fiber optic,No,Yes,Yes,1,Yes,Yes,0,Yes,Bank transfer (automatic),74.55,4327.5,No,0,817,4005
1932,202,1,United States,California,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181,0,N,Yes,No,49.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,Yes,Bank transfer (automatic),74.55,973.35,No,0,37,5422
1933,3100,1,United States,California,Manhattan Beach,90266,"33.889632, -118.39737",33.889632,-118.39737,0,N,No,No,9.0,Yes,Yes,Fiber optic,No,Yes,No,0,Yes,Yes,0,Yes,Credit card (automatic),74.55,918.75,No,0,69,3540
1934,3376,1,United States,California,Maywood,90270,"33.988572, -118.186565",33.988572,-118.186565,0,N,Yes,No,34.0,Yes,No,DSL,Yes,No,No,0,Yes,No,1,Yes,Bank transfer (automatic),62.15,2215.45,,0,39,5255
1935,1258,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306,0,n,Yes,No,48.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Bank transfer (automatic),74.55,1057.0,,0,25,4124
1936,1920,1,United States,California,Palos Verdes Peninsula,90274,"33.788208, -118.404955",33.788208,-118.404955,0,N,Yes,No,46.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,Yes,Mailed check,19.95,8784.8,No,0,80,5480
1937,2103,1,United States,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",33.753146,-118.367459,1,N,Yes,No,29.0,No,No phone service,DSL,No,No,No,0,Yes,No,0,No,Mailed check,33.75,1009.25,No,0,62,3664
1938,3345,1,United States,California,Redondo Beach,90277,"33.830453, -118.384565",33.830453,-118.384565,1,N,Yes,Yes,638.0,Yes,No,Fiber optic,No,Yes,Yes,0,No,No,0,No,Bank transfer (automatic),74.55,1538.25,No,0,9,5036
1939,1663,1,United States,California,Redondo Beach,90278,"33.873395, -118.37019",33.873395,-118.37019,1,Y,No,No,638.0,Yes,No,Fiber optic,No,No,No,1,No,No,0,No,Electronic check,74.55,74.7,,0,817,4182
1940,5137,1,United States,California,South Gate,90280,"33.944624, -118.192615",33.944624,-118.192615,1,N,Yes,No,66.0,Yes,Yes,DSL,Yes,No,Yes,1,Yes,Yes,1,Yes,Mailed check,84.0,5714.25,No,0,24,5825
1941,4305,1,United States,California,Topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,1,N,No,No,65.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,0,Yes,Yes,0,Yes,Credit card (automatic),74.55,1538.25,No,0,38,5261
1942,6945,1,United States,California,Venice,90291,"33.991782, -118.479229",33.991782,-118.479229,1,y,No,No,738.0,Yes,Yes,Fiber optic,No,Yes,Yes,0,Yes,Yes,1,Yes,Bank transfer (automatic),100.9,7459.05,No,0,54,5781
1943,6908,1,United States,California,Playa Del Rey,90293,"33.947305, -118.439841",33.947305,-118.439841,0,y,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,No,1,No,No,1,Yes,Credit card (automatic),66.85,4748.7,No,0,26,4117
1944,2249,1,United States,California,Inglewood,90302,"33.975332, -118.355252",33.975332,-118.355252,0,N,No,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Bank transfer (automatic),74.55,1107.2,No,0,817,4158
1945,4530,1,United States,California,Inglewood,90304,"33.936827, -118.359824",33.936827,-118.359824,1,N,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,No,Mailed check,74.55,20.2,No,0,77,2710
1946,2575,1,United States,California,Inglewood,90305,"33.958134, -118.330905",33.958134,-118.330905,0,N,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,No,Electronic check,925.0,1538.25,No,0,26,5612
1947,5064,1,United States,California,Santa Monica,90401,"34.015481, -118.493231",34.015481,-118.493231,0,N,No,No,34.0,Yes,Yes,Fiber optic,No,No,Yes,1,Yes,No,1,No,Bank transfer (automatic),95.0,3605.6,No,0,63,4741
1948,3835,1,United States,California,Santa Monica,90402,"34.035849, -118.503508",34.035849,-118.503508,0,Y,Yes,No,66.0,No,No phone service,DSL,No,Yes,Yes,0,Yes,No,1,No,Bank transfer (automatic),45.55,3027.25,No,0,28,6238
1949,4386,1,United States,California,Santa Monica,90404,"34.026334, -118.474222",34.026334,-118.474222,0,N,No,No,5.0,No,No phone service,DSL,No,No,No,0,No,No,0,No,Mailed check,24.3,100.2,No,0,61,6600
1950,4782,1,United States,California,Santa Monica,90405,"34.005439, -118.477507",34.005439,-118.477507,0,N,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,0,Yes,Yes,1,Yes,Electronic check,104.15,7303.05,No,0,21,4594
1951,6863,1,United States,California,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387,0,N,No,No,738.0,No,No phone service,DSL,Yes,No,No,0,No,No,1,No,Mailed check,925.0,927.65,No,0,60,3585
1952,6067,1,United States,California,Torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,0,N,No,No,43.0,Yes,Yes,Fiber optic,No,No,No,0,Yes,Yes,1,No,Mailed check,74.55,3921.3,No,0,53,5845
1953,1968,1,United States,California,Torrance,90503,"33.840399, -118.353714",33.840399,-118.353714,1,N,Yes,No,738.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Credit card (automatic),19.4,1363.25,No,0,23,5234
1954,3173,1,United States,California,Torrance,90505,"33.807882, -118.347957",33.807882,-118.347957,0,N,No,No,34.0,Yes,No,DSL,Yes,No,Yes,1,No,No,1,No,Credit card (automatic),57.95,3042.25,No,0,28,6078
1955,4055,1,United States,California,Whittier,90601,"34.007353, -118.033683",34.007353,-118.033683,0,n,No,No,43.0,Yes,No,Fiber optic,No,Yes,Yes,0,Yes,No,0,Yes,Electronic check,74.55,8784.8,,0,65,3826
1956,3735,1,United States,California,Whittier,90603,"33.945318, -117.992066",33.945318,-117.992066,0,N,Yes,No,64.0,No,No phone service,DSL,No,Yes,No,1,Yes,Yes,1,Yes,Electronic check,54.6,3423.5,No,0,35,4850
1957,2142,1,United States,California,Whittier,90604,"33.929704, -118.01208",33.929704,-118.01208,1,N,Yes,Yes,738.0,Yes,No,Fiber optic,Yes,Yes,No,0,Yes,No,0,No,Electronic check,74.55,248.4,No,0,22,4648
1958,6732,1,United States,California,Whittier,90605,"33.960891, -118.032222",33.960891,-118.032222,0,N,No,No,36.0,No,No phone service,DSL,Yes,No,No,0,No,No,1,No,Bank transfer (automatic),74.55,1126.35,No,0,817,6600
1959,5961,1,United States,California,Buena Park,90620,"33.845706, -118.012204",33.845706,-118.012204,1,N,No,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Mailed check,20.65,835.15,No,0,59,5918
1960,6644,1,United States,California,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368,1,N,Yes,Yes,27.0,Yes,Yes,Fiber optic,No,Yes,No,1,No,No,0,Yes,Credit card (automatic),85.2,2151.6,,0,28,3796
1961,745,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,0,N,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,0,Yes,Yes,1,Yes,Credit card (automatic),99.8,5515.45,No,0,43,4606
1962,2032,1,United States,California,Cypress,90630,"33.818477, -118.038307",33.818477,-118.038307,0,N,No,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,No,Mailed check,925.0,112.75,No,0,47,5346
1963,4607,1,United States,California,La Mirada,90638,"33.902045, -118.008961",33.902045,-118.008961,0,N,Yes,Yes,7.0,Yes,No,DSL,Yes,No,No,0,No,No,0,No,Mailed check,74.55,350.35,,0,817,3097
1964,5130,1,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,0,N,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,No,Mailed check,20.85,62.9,No,0,76,3172
1965,3222,1,United States,California,Norwalk,90650,"33.905963, -118.08263",33.905963,-118.08263,1,N,No,No,33.0,Yes,No,Fiber optic,Yes,No,No,1,Yes,No,1,Yes,Electronic check,88.95,3027.65,No,0,32,5087
1966,4794,1,United States,California,Santa Fe Springs,90670,"33.933565, -118.062611",33.933565,-118.062611,1,y,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,Yes,Bank transfer (automatic),925.0,1723.95,No,0,59,5901
1967,2760,1,United States,California,Stanton,90680,"33.801869, -117.995068",33.801869,-117.995068,1,N,No,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,0,No,Mailed check,74.55,19.75,No,0,68,2484
1968,1808,1,United States,California,Artesia,90701,"33.867593, -118.080637",33.867593,-118.080637,1,Y,No,No,71.0,No,No phone service,DSL,Yes,Yes,No,0,Yes,Yes,1,Yes,Electronic check,56.45,3985.35,No,0,68,5372
1969,1989,1,United States,California,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,0,y,No,No,34.0,Yes,Yes,Fiber optic,No,No,No,0,No,Yes,0,Yes,Electronic check,85.95,1538.25,No,0,58,5886
1970,6058,1,United States,California,Bellflower,90706,"33.887676, -118.127289",33.887676,-118.127289,1,N,No,No,34.0,Yes,No,DSL,No,No,No,1,No,No,1,No,Bank transfer (automatic),50.55,3260.1,No,0,63,6064
1971,5539,1,United States,California,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532,0,N,No,No,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,Yes,Credit card (automatic),25.7,1188.2,No,0,79,2017
1972,5570,1,United States,California,Lakewood,90715,"33.841027, -118.078097",33.841027,-118.078097,0,n,No,No,23.0,Yes,No,Fiber optic,Yes,No,No,0,No,No,0,Yes,Bank transfer (automatic),75.0,1778.5,No,0,29,2221
1973,2656,1,United States,California,Hawaiian Gardens,90716,"33.830431, -118.074071",33.830431,-118.074071,1,N,Yes,No,64.0,Yes,No,No,No internet service,No internet service,No internet service,0,No internet service,No internet service,1,No,Mailed check,20.2,1277.75,No,0,51,4557
